Daily_UV,Average_registration_rate,Average_search_volume,Visit_depth,Average_session_duration,Order_conversion_rate,Total_advertising_duration,Material_type,Ad_type,Cooperation_method,Ad_size,Ad_selling_point,clusters
283.28,0.0001,0.0001,1.2761,92.92,0.0,18,video,Information flow,roi,600*90,Promotion and salary increase,2
145.6,0.0,0.0,1.005,74.21,0.0,1,video,Information flow,roi,600*90,Promotion and salary increase,2
7046.57,0.0017,0.0088,1.7672,221.22,0.008,5,video,Information flow,cpd,600*90,Promotion and salary increase,0
2.27,0.0,0.0,1.6053,160.45,0.0084,2,video,Information flow,cpd,600*90,Promotion and salary increase,0
1715.52,0.0,0.0,1.8602,221.3,0.0,17,video,Information flow,roi,600*90,Promotion and salary increase,2
238.67,0.0,0.0,1.4299,205.27,0.0,9,video,Information flow,roi,600*90,Promotion and salary increase,2
269.08,0.0,0.0001,1.3947,197.62,0.0001,18,video,Information flow,roi,600*90,Promotion and salary increase,2
305.5,0.0104,0.023,5.082,410.24,0.0117,9,video,Information flow,cpc,600*90,Promotion and salary increase,0
251.06,0.0,0.0,1.382,213.38,0.0,15,video,Information flow,roi,600*90,Promotion and salary increase,2
338.98,0.0005,0.0014,1.4833,332.64,0.0003,13,video,Information flow,roi,600*90,Promotion and salary increase,2
197.65,0.0,0.0,1.3619,188.61,0.0,29,video,Information flow,roi,600*90,Promotion and salary increase,2
328.88,0.0,0.0,1.3489,193.5,0.0,2,video,Information flow,roi,600*90,Promotion and salary increase,2
300.51,0.0,0.0001,1.3653,256.95,0.0,14,video,Information flow,roi,600*90,Promotion and salary increase,2
147.74,0.0,0.0002,1.3417,348.43,0.0,12,video,Information flow,roi,600*90,Promotion and salary increase,2
67.15,0.0186,0.0442,3.2373,379.45,0.0059,17,video,Information flow,roi,600*90,Promotion and salary increase,2
2.02,0.017,0.034,4.383,499.02,0.0165,29,video,Information flow,roi,600*90,Promotion and salary increase,2
854.1,0.0001,0.0002,1.4034,305.66,0.0001,27,video,Information flow,roi,600*90,Promotion and salary increase,2
406.28,0.0001,0.0002,2.3409,146.62,0.0001,22,video,Information flow,roi,600*90,Promotion and salary increase,2
651.86,0.0001,0.0004,1.606,217.77,0.0001,25,video,Information flow,roi,600*90,Promotion and salary increase,2
102.38,0.0,0.0002,1.4001,109.16,0.0,4,video,Information flow,roi,600*90,Promotion and salary increase,2
104.74,0.0,0.0003,1.4206,111.76,0.0,22,video,Information flow,roi,600*90,Promotion and salary increase,2
97.54,0.0001,0.0005,1.9125,821.86,0.0002,21,video,Information flow,roi,600*90,Promotion and salary increase,2
199.34,0.0,0.0001,1.2386,70.4,0.0,21,video,Information flow,roi,600*90,Promotion and salary increase,2
144.78,0.0,0.0,2.16,167.53,0.0,18,video,Information flow,roi,600*90,Promotion and salary increase,2
39.87,0.0,0.0003,1.6008,183.48,0.0004,13,video,Information flow,roi,600*90,Promotion and salary increase,2
188.98,0.0,0.0001,1.4025,152.93,0.0,24,video,Information flow,roi,600*90,Promotion and salary increase,2
629.39,0.0,0.0,1.2791,123.42,0.0,22,video,Information flow,roi,600*90,Promotion and salary increase,2
344.39,0.0,0.0,1.2985,91.31,0.0,15,video,Information flow,roi,600*90,Promotion and salary increase,2
68.1,0.0,0.0003,1.2895,157.56,0.0,9,video,Information flow,roi,600*90,Promotion and salary increase,2
204.19,0.0003,0.0005,1.4165,110.77,0.0001,26,video,Information flow,roi,600*90,Promotion and salary increase,2
225.32,0.0093,0.056,2.5971,341.32,0.0067,17,video,Information flow,roi,600*90,Promotion and salary increase,2
20.8,0.0077,0.0218,2.6558,274.39,0.0061,12,video,Information flow,roi,600*90,Promotion and salary increase,2
2.67,0.0,0.0241,3.1375,244.69,0.0009,20,video,Information flow,roi,600*90,Promotion and salary increase,2
0.89,0.0,0.6087,1.663,123.17,0.0027,4,video,Information flow,roi,600*90,Promotion and salary increase,2
1468.39,0.0,0.0029,1.6421,56.86,0.0001,20,video,Information flow,roi,600*90,Promotion and salary increase,2
1.01,0.0,0.0,1.0291,501.0,0.0,5,video,Information flow,roi,600*90,Promotion and salary increase,2
901.18,0.0,0.0028,1.6532,56.7,0.0001,10,video,Information flow,roi,600*90,Promotion and salary increase,2
465.33,0.0,0.003,1.4862,91.0,0.0001,24,video,Information flow,roi,600*90,Promotion and salary increase,2
602.09,0.0,0.0027,1.434,46.42,0.0,24,video,Information flow,roi,600*90,Promotion and salary increase,2
600.82,0.0,0.0025,1.6191,75.3,0.0001,18,video,Information flow,roi,600*90,Promotion and salary increase,2
399.67,0.0001,0.0013,1.596,71.23,0.0003,16,video,Information flow,roi,600*90,Promotion and salary increase,2
982.25,0.0001,0.0015,1.5626,60.05,0.0002,9,video,Information flow,roi,600*90,Promotion and salary increase,2
1532.41,0.0002,0.0003,1.6146,73.78,0.0002,28,video,Information flow,roi,600*90,Promotion and salary increase,2
803.43,0.0001,0.0043,1.5386,61.64,0.0003,23,video,Information flow,roi,600*90,Promotion and salary increase,2
342.46,0.0001,0.0026,1.5926,61.44,0.0002,3,video,Information flow,roi,600*90,Promotion and salary increase,2
10.89,0.0051,0.0536,1.9234,242.15,0.0052,25,video,Information flow,roi,600*90,Promotion and salary increase,2
1201.08,0.0005,0.0065,1.5939,150.12,0.0007,19,video,Information flow,roi,600*90,Promotion and salary increase,2
1370.23,0.0,0.0029,1.5876,64.37,0.0001,5,video,Information flow,roi,600*90,Promotion and salary increase,2
1.76,0.0,0.0,1.0056,155.5,0.0,8,video,Information flow,roi,600*90,Promotion and salary increase,2
1359.99,0.0001,0.0024,1.5742,75.32,0.0001,13,video,Information flow,roi,600*90,Promotion and salary increase,2
1546.1,0.0,0.002,1.4602,131.42,0.0001,30,video,Information flow,roi,600*90,Promotion and salary increase,2
1133.96,0.0,0.0016,1.5077,59.06,0.0001,16,video,Information flow,roi,600*90,Promotion and salary increase,2
667.23,0.0,0.0016,1.5677,72.96,0.0001,20,video,Information flow,roi,600*90,Promotion and salary increase,2
592.01,0.0002,0.0043,1.5847,68.78,0.0004,9,video,Information flow,roi,600*90,Promotion and salary increase,2
1368.76,0.0,0.003,1.5879,65.17,0.0002,24,video,Information flow,roi,600*90,Promotion and salary increase,2
1.53,0.0,0.0,1.0,,0.0,26,video,Information flow,roi,600*90,Promotion and salary increase,2
1469.64,0.0001,0.0026,1.4454,101.62,0.0001,12,video,Information flow,roi,600*90,Promotion and salary increase,2
1409.28,0.0005,0.0039,1.613,87.3,0.0004,13,video,Information flow,roi,600*90,Promotion and salary increase,2
0.17,0.0,0.0,4.7791,283.99,0.0,25,jpg,Information flow,roi,600*90,Promotion and salary increase,5
1136.97,0.0,0.0016,1.5033,67.41,0.0001,11,video,Information flow,roi,600*90,Promotion and salary increase,2
337.6,0.0001,0.0014,1.5732,78.72,0.0002,19,video,Information flow,roi,600*90,Promotion and salary increase,2
260.79,0.0001,0.001,1.5386,96.98,0.0001,21,video,Information flow,roi,600*90,Promotion and salary increase,2
619.46,0.0003,0.0008,1.5275,67.36,0.0001,17,video,Information flow,roi,600*90,Free,2
396.46,0.0001,0.0006,1.5556,72.73,0.0001,26,video,Information flow,roi,600*90,Free,2
2942.91,0.0002,0.0052,1.3733,216.56,0.0004,19,video,Information flow,roi,600*90,Free,2
0.78,0.0,0.0127,1.0253,166.0,0.0,12,video,Information flow,roi,600*90,Free,2
675.88,0.0,0.0024,1.652,55.56,0.0001,25,video,Information flow,roi,600*90,Promotion and salary increase,2
346.1,0.0,0.0026,1.4907,90.49,0.0001,22,video,Information flow,roi,600*90,Promotion and salary increase,2
450.74,0.0,0.0027,1.4395,46.92,0.0,22,video,Information flow,roi,600*90,Promotion and salary increase,2
446.52,0.0,0.0026,1.624,71.31,0.0001,10,video,Information flow,roi,600*90,Promotion and salary increase,2
836.44,0.0,0.0018,1.4841,136.51,0.0001,24,video,Information flow,roi,600*90,Promotion and salary increase,2
119.54,0.0,0.001,1.5585,71.16,0.0001,26,video,Information flow,roi,600*90,Promotion and salary increase,2
578.19,0.0,0.0012,1.4386,114.72,0.0001,27,video,Information flow,roi,600*90,Promotion and salary increase,2
878.2,0.0001,0.0011,1.5427,60.89,0.0001,22,video,Information flow,roi,600*90,Promotion and salary increase,2
1480.21,0.0001,0.001,1.5308,64.93,0.0002,11,video,Information flow,roi,600*90,Promotion and salary increase,2
1684.74,0.0001,0.0004,1.5536,74.94,0.0001,19,video,Information flow,roi,600*90,Promotion and salary increase,2
89.43,0.0001,0.001,1.3091,55.16,0.0001,14,video,Information flow,roi,600*90,Free,2
393.62,0.0,0.0012,1.4425,142.97,0.0,29,video,Information flow,roi,600*90,Free,2
1057.87,0.0002,0.0003,1.6017,71.27,0.0002,13,video,Information flow,roi,600*90,Free,2
881.77,0.0,0.0012,1.5971,59.54,0.0001,20,video,Information flow,roi,600*90,Free,2
996.42,0.0001,0.001,1.6045,60.41,0.0001,11,video,Information flow,roi,600*90,Free,2
153.21,0.0,0.0008,1.6127,51.95,0.0001,20,video,Information flow,roi,600*90,Free,2
258.32,0.0001,0.0007,1.574,57.9,0.0001,20,video,Information flow,roi,600*90,Free,2
1012.55,0.0,0.0028,1.4911,47.19,0.0002,10,video,Information flow,roi,600*90,Free,2
489.81,0.0,0.0041,1.6446,56.97,0.0002,8,video,Information flow,roi,600*90,Free,2
742.15,0.0,0.0025,1.6568,59.39,0.0001,11,video,Information flow,roi,600*90,Promotion and salary increase,2
0.75,0.0,0.0,1.0,,0.0,20,video,Information flow,roi,600*90,Promotion and salary increase,2
224.31,0.0,0.0025,1.5366,85.94,0.0001,22,video,Information flow,roi,600*90,Promotion and salary increase,2
324.36,0.0022,0.0214,2.0138,164.84,0.0023,9,video,Information flow,roi,600*90,Promotion and salary increase,2
384.98,0.0006,0.0051,1.6848,81.95,0.0005,11,video,Information flow,roi,600*90,Promotion and salary increase,2
267.21,0.0,0.0018,1.4446,157.97,0.0002,15,video,Information flow,roi,600*90,Promotion and salary increase,2
295.91,0.0,0.0014,1.4185,123.42,0.0001,23,video,Information flow,roi,600*90,Free,2
1189.39,0.0004,0.0027,1.37,478.29,0.0005,1,video,Information flow,cpc,600*90,Promotion and salary increase,0
226.54,0.0026,0.004,1.4799,289.12,0.0012,12,video,Information flow,cpd,600*90,Promotion and salary increase,0
59.13,0.0003,0.0033,1.2975,224.8,0.0006,18,video,Information flow,cpd,600*90,Promotion and salary increase,0
55.88,0.0002,0.004,1.3373,215.93,0.0002,28,video,Information flow,cpd,600*90,Promotion and salary increase,0
9.1,0.0,0.0073,2.1897,455.43,0.0029,24,video,Information flow,cpd,600*90,Promotion and salary increase,0
1117.88,0.0004,0.0027,1.4559,440.44,0.0007,28,video,Information flow,cpc,600*90,Promotion and salary increase,0
1.92,0.005,0.025,2.7,321.48,0.0012,15,video,Information flow,cpc,600*90,Low Price,0
0.18,0.0,0.0,6.4211,388.22,0.0265,16,video,Information flow,cpc,600*90,Low Price,0
0.49,0.0125,0.0,6.9125,284.79,0.1409,11,video,Information flow,cpc,600*90,Low Price,0
0.65,0.0,0.0972,2.2222,241.41,0.0,16,video,Information flow,cpd,600*90,Promotion and salary increase,0
1063.37,0.0005,0.0012,1.2821,476.98,0.0005,29,video,Information flow,cpc,600*90,Promotion and salary increase,0
0.73,0.0,0.1519,2.2025,198.4,0.0,16,video,Information flow,cpd,600*90,Promotion and salary increase,0
1.44,0.0,0.1216,1.6486,352.47,0.0017,3,video,Information flow,cpd,600*90,Promotion and salary increase,0
0.99,0.0,0.0826,2.4545,397.95,0.0,26,video,Information flow,cpd,600*90,Promotion and salary increase,0
72.35,0.0012,0.0043,1.5359,269.37,0.0006,26,video,Information flow,cpd,600*90,Promotion and salary increase,0
62.3,0.0005,0.0034,1.5254,266.89,0.0004,24,video,Information flow,cpd,600*90,Promotion and salary increase,0
78.21,0.0004,0.0042,1.586,294.97,0.0008,21,video,Information flow,cpd,600*90,Promotion and salary increase,0
51.75,0.0028,0.0069,1.8624,390.41,0.0028,25,video,Information flow,cpd,600*90,Promotion and salary increase,0
21.94,0.0027,0.0036,1.372,269.4,0.0002,3,video,Information flow,cpd,600*90,Promotion and salary increase,0
64.6,0.0003,0.0044,1.4722,267.0,0.0003,24,video,Information flow,cpd,600*90,Promotion and salary increase,0
1218.94,0.0018,0.0048,1.6414,381.58,0.0004,17,video,Information flow,roi,600*90,Employment,6
26.75,0.0,0.0782,1.8645,513.57,0.0002,11,video,Information flow,roi,600*90,Employment,6
117.45,0.0009,0.0037,1.8305,335.47,0.0028,27,video,Information flow,cpd,600*90,Promotion and salary increase,0
69.35,0.0001,0.0761,1.8563,725.85,0.0013,29,video,Information flow,roi,600*90,Employment,6
8.29,0.0011,0.0997,1.9398,532.84,0.0014,17,video,Information flow,roi,600*90,Employment,6
72.51,0.0006,0.1078,1.7832,690.57,0.0005,11,video,Information flow,roi,600*90,Employment,6
20.33,0.0031,0.1009,1.8688,768.77,0.0026,23,video,Information flow,roi,600*90,Employment,6
1136.77,0.0045,0.1007,2.7114,552.17,0.005,6,video,Information flow,cpd,600*90,Employment,6
0.66,0.0,0.7802,2.4835,243.51,0.0,30,video,Information flow,roi,600*90,Employment,6
0.96,0.0,0.9394,2.5909,311.92,0.0,11,video,Information flow,roi,600*90,Employment,6
29.9,0.0,0.0812,1.6649,673.9,0.0001,30,video,Information flow,roi,600*90,Employment,6
88.41,0.0003,0.0758,1.7988,616.85,0.0009,25,video,Information flow,roi,600*90,Employment,6
30.03,0.0009,0.0872,1.6901,572.08,0.0001,27,video,Information flow,roi,600*90,Employment,6
3.11,0.0052,0.4031,2.7881,313.81,0.0054,13,video,Information flow,cpc,600*90,Promotion and salary increase,0
109.16,0.0012,0.003,1.9749,360.02,0.0007,13,video,Information flow,cpd,600*90,Promotion and salary increase,0
111.35,0.001,0.0852,2.0015,526.58,0.0008,30,video,Information flow,roi,600*90,Employment,6
77.85,0.0008,0.0544,1.7753,530.35,0.0026,28,video,Information flow,roi,600*90,Employment,6
42.9,0.0004,0.0779,1.7904,554.1,0.0007,13,video,Information flow,roi,600*90,Employment,6
1.64,0.0,0.1908,4.458,1123.75,0.0218,14,video,Information flow,roi,600*90,Employment,6
1.63,0.0,0.6049,3.4585,451.3,0.0088,14,video,Information flow,roi,600*90,Employment,6
2.71,0.0,0.6042,3.1484,502.25,0.0053,17,video,Information flow,roi,600*90,Employment,6
0.94,0.0091,0.6909,2.6545,331.6,0.0,9,video,Information flow,roi,600*90,Employment,6
1.71,0.0,0.6406,2.6544,308.71,0.0056,21,video,Information flow,roi,600*90,Employment,6
1.79,0.0125,0.575,3.9458,402.23,0.0133,26,video,Information flow,roi,600*90,Employment,6
82.15,0.0007,0.027,1.1681,492.83,0.0002,14,video,Information flow,roi,600*90,Employment,6
36.84,0.0016,0.004,1.7388,349.98,0.0006,17,video,Information flow,cpd,600*90,Promotion and salary increase,0
236.71,0.0005,0.0252,1.1278,422.25,0.0003,29,video,Information flow,roi,600*90,Employment,6
80.21,0.0007,0.0248,1.2758,372.19,0.0004,26,video,Information flow,roi,600*90,Employment,6
115.09,0.0016,0.0512,1.8003,317.08,0.001,15,video,Information flow,roi,600*90,Employment,6
405.54,0.0003,0.0261,1.1573,507.82,0.0002,16,video,Information flow,roi,600*90,Employment,6
368.15,0.0001,0.0289,1.1453,444.78,0.0005,16,video,Information flow,roi,600*90,Employment,6
98.09,0.0,0.0322,1.1556,491.25,0.0003,2,video,Information flow,roi,600*90,Employment,6
14.8,0.008,0.0046,1.9072,447.55,0.0019,15,video,Information flow,cpd,600*90,Promotion and salary increase,0
0.23,0.0,0.0,4.3333,329.51,0.0725,5,video,Information flow,cpd,600*90,Employment,6
0.11,0.0,0.0222,9.4333,804.01,0.2165,5,video,Information flow,cpd,600*90,Employment,6
4.75,0.0033,0.3719,3.995,389.79,0.008,28,video,Information flow,cpd,600*90,Employment,6
22.65,0.0009,0.0013,1.5255,293.41,0.0008,16,video,Information flow,cpd,600*90,Promotion and salary increase,0
61.58,0.0006,0.0041,1.5803,324.65,0.0005,16,video,Information flow,cpd,600*90,Promotion and salary increase,0
6.61,0.0088,0.0058,2.1974,482.07,0.0025,25,video,Information flow,cpd,600*90,Promotion and salary increase,0
31.75,0.0,0.0,2.0019,250.23,0.0,8,video,Information flow,roi,600*90,Employment,6
122.69,0.0,0.0,2.0321,184.13,0.0,29,video,Information flow,roi,600*90,Employment,6
1680.85,0.0074,0.0876,2.6838,356.09,0.0113,15,video,Information flow,cpd,600*90,Employment,6
4.62,0.0063,0.8701,4.1252,797.91,0.0124,2,video,Information flow,roi,600*90,Employment,6
48.84,0.0,0.0,2.0648,282.41,0.0,27,video,Information flow,roi,600*90,Employment,6
392.66,0.0,0.0,2.1555,258.4,0.0,9,video,Information flow,roi,600*90,Employment,6
451.06,0.0,0.0,2.0421,188.43,0.0,9,video,Information flow,roi,600*90,Employment,6
241.59,0.0,0.0,2.2202,253.5,0.0,14,video,Information flow,roi,600*90,Employment,6
525.75,0.0,0.0,2.021,252.09,0.0,15,video,Information flow,roi,600*90,Employment,6
197.59,0.0,0.0,2.0991,297.26,0.0,4,video,Information flow,roi,600*90,Employment,6
876.45,0.0,0.0,2.0228,326.46,0.0,16,video,Information flow,roi,600*90,Employment,6
716.67,0.0,0.0,2.2846,236.66,0.0,29,video,Information flow,roi,600*90,Employment,6
192.63,0.0,0.0,2.1933,286.13,0.0,30,video,Information flow,roi,600*90,Employment,6
323.36,0.0,0.0007,2.1823,178.28,0.0,16,video,Information flow,roi,600*90,Employment,6
803.04,0.0,0.0017,2.4799,149.81,0.0,30,video,Information flow,roi,600*90,Employment,6
559.37,0.0,0.0007,2.123,94.46,0.0,30,video,Information flow,roi,600*90,Employment,6
64.76,0.0,0.0,1.9951,256.57,0.0,12,video,Information flow,roi,600*90,Employment,6
116.99,0.0,0.0,2.0305,183.96,0.0,24,video,Information flow,roi,600*90,Employment,6
645.58,0.0,0.0,2.1543,231.31,0.0001,7,video,Information flow,roi,600*90,Employment,6
386.23,0.0,0.0,2.0153,308.77,0.0,15,video,Information flow,roi,600*90,Employment,6
283.03,0.0001,0.0,2.1235,328.11,0.0001,24,video,Information flow,roi,600*90,Employment,6
935.84,0.0,0.0,2.0259,314.37,0.0,27,video,Information flow,roi,600*90,Employment,6
733.91,0.0,0.0001,2.1692,222.04,0.0,21,video,Information flow,roi,600*90,Employment,6
154.99,0.0001,0.0,2.0652,246.43,0.0002,20,video,Information flow,roi,600*90,Employment,6
573.99,0.0,0.0016,2.4101,253.02,0.0,4,video,Information flow,roi,600*90,Employment,6
568.75,0.0,0.0018,2.4239,112.6,0.0,22,video,Information flow,roi,600*90,Employment,6
1434.15,0.0,0.0027,1.406,218.51,0.0,26,video,Information flow,roi,600*90,Employment,6
1166.81,0.0001,0.001,1.7227,129.32,0.0,12,video,Information flow,roi,600*90,Employment,6
11.85,0.007,0.6776,3.0425,486.8,0.007,13,video,Information flow,roi,600*90,Employment,6
2.46,0.0188,0.0875,3.975,645.35,0.0184,14,video,Information flow,roi,600*90,Employment,6
1.06,0.0245,0.4663,3.9755,621.63,0.0157,14,video,Information flow,cpd,600*90,Employment,6
273.45,0.0,0.0,2.0382,187.23,0.0,6,video,Information flow,roi,600*90,Employment,6
468.49,0.0,0.0,2.1511,229.68,0.0,30,video,Information flow,roi,600*90,Employment,6
151.78,0.0,0.0,2.1131,327.71,0.0001,20,video,Information flow,roi,600*90,Employment,6
430.4,0.0,0.0,1.9811,332.93,0.0001,9,video,Information flow,roi,600*90,Employment,6
0.77,0.0115,0.4138,2.2299,191.35,0.0,2,video,Information flow,cpc,600*90,Promotion and salary increase,0
881.65,0.0,0.0,2.122,232.79,0.0,13,video,Information flow,roi,600*90,Employment,6
526.27,0.0,0.0,2.1132,300.4,0.0,10,video,Information flow,roi,600*90,Employment,6
369.87,0.0,0.0012,2.1813,196.3,0.0002,15,video,Information flow,roi,600*90,Employment,6
91.08,0.0,0.0,2.1698,242.23,0.0,3,video,Information flow,roi,600*90,Employment,6
124.99,0.0,0.0,2.0332,185.72,0.0,19,video,Information flow,roi,600*90,Employment,6
123.17,0.0,0.0,2.0698,266.7,0.0,11,video,Information flow,roi,600*90,Employment,6
466.87,0.0,0.0014,2.0575,213.56,0.0,1,video,Information flow,roi,600*90,Employment,6
497.7,0.0,0.0017,2.4297,89.53,0.0,23,video,Information flow,roi,600*90,Employment,6
533.73,0.0,0.0004,2.0839,85.83,0.0,2,video,Information flow,roi,600*90,Employment,6
580.53,0.0,0.0,2.1909,241.37,0.0,4,video,Information flow,roi,600*90,Employment,6
714.43,0.0,0.0006,1.9956,211.52,0.0,26,video,Information flow,roi,600*90,Employment,6
317.57,0.0,0.0,2.0904,299.88,0.0,26,video,Information flow,roi,600*90,Employment,6
558.48,0.0,0.001,2.5033,172.26,0.0,28,video,Information flow,roi,600*90,Employment,6
2200.39,0.0,0.0026,1.573,218.53,0.0,24,video,Information flow,roi,600*90,Employment,6
604.84,0.0,0.0004,2.2709,122.73,0.0,25,video,Information flow,roi,600*90,Improving efficiency,2
715.77,0.0,0.0,2.0563,253.99,0.0,28,video,Information flow,roi,600*90,Improving efficiency,2
2167.97,0.0,0.0,2.0895,376.69,0.0,24,video,Information flow,roi,600*90,Improving efficiency,2
394.3,0.0,0.0,2.6812,344.62,0.0,26,video,Information flow,roi,600*90,Improving efficiency,2
609.12,0.0001,0.0005,2.9256,335.58,0.0001,28,video,Information flow,roi,600*90,Improving efficiency,2
386.16,0.0,0.0003,2.5766,159.34,0.0,21,video,Information flow,roi,600*90,Improving efficiency,2
67.24,0.0,0.0003,2.1527,258.95,0.0,10,video,Information flow,roi,600*90,Improving efficiency,2
121.94,0.0,0.0001,2.0297,184.99,0.0,16,video,Information flow,roi,600*90,Improving efficiency,2
46.92,0.0,0.0,1.9105,197.56,0.0,15,video,Information flow,roi,600*90,Improving efficiency,2
133.72,0.0,0.0,1.9878,291.94,0.0,23,video,Information flow,roi,600*90,Improving efficiency,2
339.39,0.0,0.001,1.9986,200.04,0.0,13,video,Information flow,roi,600*90,Improving efficiency,2
19.64,0.0,0.0753,1.8636,156.3,0.0019,22,jpg,Information flow,roi,600*90,Improving efficiency,5
1.12,0.0,0.1278,1.5789,129.15,0.0,28,jpg,Information flow,roi,600*90,Improving efficiency,5
14.04,0.0,0.02,1.7465,124.91,0.0002,30,jpg,Information flow,roi,600*90,Low Price,5
25.48,0.0,0.0075,2.099,142.16,0.0004,27,jpg,Information flow,roi,600*90,Low Price,5
16.34,0.0,0.0189,1.8854,157.41,0.0001,14,jpg,Information flow,roi,600*90,Low Price,5
3.96,0.0,0.0019,1.5364,125.04,0.0012,21,jpg,Information flow,roi,600*90,Low Price,5
0.76,0.0,1.037,1.3086,236.06,0.0,14,jpg,Information flow,roi,600*90,Low Price,5
1.43,0.0,0.1341,6.067,630.79,0.0666,21,jpg,Information flow,roi,600*90,Low Price,5
26.64,0.0,0.0041,2.8518,282.28,0.0,22,jpg,Information flow,roi,600*90,Low Price,5
2.59,0.0,0.0147,2.2198,144.09,0.0028,28,jpg,Information flow,roi,600*90,Low Price,5
14.87,0.0005,0.002,1.9985,196.04,0.0026,20,jpg,Information flow,roi,600*90,Low Price,5
49.73,0.0,0.0008,2.3221,42.84,0.0,13,jpg,Information flow,roi,600*90,Low Price,5
176.58,0.0,0.0017,2.3496,38.59,0.0,28,jpg,Information flow,roi,600*90,Low Price,5
416.84,0.0,0.0018,2.3554,38.78,0.0001,19,jpg,Information flow,roi,600*90,Low Price,5
408.11,0.0,0.0013,2.2521,38.21,0.0,20,jpg,Information flow,roi,600*90,Low Price,5
6.06,0.0,0.0,2.275,201.35,0.0012,12,jpg,Information flow,roi,600*90,Low Price,5
0.79,0.0,0.0,2.8354,66.37,0.0,14,jpg,Information flow,roi,600*90,Improving efficiency,5
0.72,0.0,0.4805,1.6883,467.18,0.0,11,jpg,Information flow,roi,600*90,Improving efficiency,5
0.76,0.0,0.0117,10.1211,1005.39,0.0909,27,jpg,Information flow,roi,600*90,Improving efficiency,5
1741.81,0.0001,0.0022,2.4836,98.39,0.0,18,jpg,Information flow,roi,600*90,Improving efficiency,5
6098.97,0.0003,0.0077,2.421,140.04,0.0009,4,jpg,Information flow,roi,600*90,Improving efficiency,5
172.62,0.0002,0.0032,2.8346,303.85,0.0002,5,jpg,Information flow,roi,600*90,Improving efficiency,5
10.42,0.0,0.0028,2.7075,277.46,0.0,20,jpg,Information flow,roi,600*90,Improving efficiency,5
20.94,0.0,0.0042,2.6971,275.51,0.0001,10,jpg,Information flow,roi,600*90,Improving efficiency,5
848.12,0.0002,0.0057,3.0121,308.63,0.0005,15,jpg,Information flow,roi,600*90,Improving efficiency,5
65.09,0.0022,0.0461,3.6031,310.8,0.004,30,jpg,Information flow,roi,600*90,Improving efficiency,5
52.41,0.0002,0.0015,2.8241,250.8,0.0,6,jpg,Information flow,roi,600*90,Improving efficiency,5
417.27,0.0,0.0066,2.7978,281.09,0.0004,18,jpg,Information flow,roi,600*90,Improving efficiency,5
386.96,0.0012,0.0193,3.1531,250.27,0.0049,10,jpg,Information flow,roi,600*90,Improving efficiency,5
8.16,0.0047,0.0198,1.8884,232.34,0.002,29,jpg,Information flow,roi,600*90,Improving efficiency,5
1008.22,0.0003,0.0047,2.2518,71.82,0.0009,30,jpg,Information flow,roi,600*90,Improving efficiency,5
87.49,0.0,0.0016,2.2137,44.81,0.0001,11,jpg,Information flow,roi,600*90,Improving efficiency,5
40.21,0.0,0.0027,2.184,39.11,0.0,6,jpg,Information flow,roi,600*90,Improving efficiency,5
152.22,0.0001,0.0029,2.2023,93.46,0.0,6,jpg,Information flow,roi,600*90,Improving efficiency,5
91.79,0.0053,0.024,3.7476,541.15,0.0142,22,jpg,Information flow,roi,600*90,Improving efficiency,5
1488.17,0.0014,0.0071,2.1687,145.95,0.0029,3,jpg,Information flow,roi,480*360,Improving efficiency,5
4.97,0.0057,0.2702,5.5553,465.83,0.0244,24,video,Information flow,cpc,600*90,Promotion and salary increase,0
0.61,0.0096,0.0962,5.9712,917.39,0.0351,28,video,Information flow,cpm,600*90,Promotion and salary increase,0
1.2,0.0,0.448,2.0,219.0,0.0,15,video,Information flow,cpm,600*90,Promotion and salary increase,0
16516.13,0.0009,0.0059,1.7708,531.53,0.0019,10,video,Information flow,cpm,600*90,Promotion and salary increase,0
162.88,0.0,0.0,1.0077,22.92,0.0,6,jpg,banner,cpm,600*90,Employment,3
9.99,0.0,0.001,1.009,18.77,0.0,10,jpg,banner,cpm,600*90,Employment,3
502.84,0.0001,0.0,1.0149,38.92,0.0,19,jpg,banner,cpm,600*90,Employment,3
168.31,0.0,0.0002,1.023,77.98,0.0001,2,jpg,banner,cpm,600*90,Employment,3
32.76,0.0,0.0003,1.0387,96.85,0.0,30,jpg,banner,cpm,600*90,Employment,3
139.99,0.0003,0.0001,1.0344,114.88,0.0001,16,jpg,banner,cpm,600*90,Employment,3
4.78,0.005,0.4908,3.7002,489.25,0.008,9,jpg,banner,cpc,600*90,Employment,3
5.1,0.003,0.5342,4.631,451.28,0.0135,9,jpg,banner,cpc,600*90,Employment,3
306.37,0.0,0.0033,1.3893,241.02,0.0001,9,jpg,banner,cpc,600*90,Employment,3
152.72,0.0001,0.0028,1.8394,176.11,0.0001,30,jpg,banner,cpc,600*90,Employment,3
88.86,0.0,0.0031,1.9085,98.14,0.0,7,jpg,banner,cpc,600*90,Employment,3
287.93,0.0,0.0027,1.8996,114.92,0.0,2,jpg,banner,cpc,600*90,Employment,3
565.31,0.0,0.0022,1.7711,173.16,0.0,30,jpg,banner,cpc,600*90,Employment,3
568.8,0.0001,0.0017,1.6585,134.03,0.0,14,jpg,banner,cpc,600*90,Employment,3
178.9,0.0,0.0017,1.8327,107.28,0.0,5,jpg,banner,cpc,600*90,Employment,3
